fips,date,RR,state,code
48,2020-04-26,0.07222480314960633,Texas,TX
49,2020-04-26,0.22793103448275864,Utah,UT
50,2020-04-26,0.2258571428571429,Vermont,VT
51,2020-04-26,0.23469172932330834,Virginia,VA
53,2020-04-26,0.2704871794871795,Washington,WA
54,2020-04-26,0.06978181818181818,West Virginia,WV
55,2020-04-26,0.07609722222222222,Wisconsin,WI
56,2020-04-26,0.11168695652173911,Wyoming,WY
1,2020-04-27,0.3844328358208956,Alabama,AL
4,2020-04-27,0.3755133333333333,Arizona,AZ
5,2020-04-27,0.3176933333333334,Arkansas,AR
6,2020-04-27,0.1539241379310345,California,CA
8,2020-04-27,0.38318750000000007,Colorado,CO
9,2020-04-27,1.64625,Connecticut,CT
10,2020-04-27,1.69,Delaware,DE
11,2020-04-27,1.87,District Of Columbia,DC
12,2020-04-27,0.24961194029850742,Florida,FL
13,2020-04-27,0.6805408805031445,Georgia,GA
16,2020-04-27,0.24745454545454548,Idaho,ID
17,2020-04-27,0.18416666666666665,Illinois,IL
18,2020-04-27,0.38402173913043475,Indiana,IN
19,2020-04-27,0.2934737373737374,Iowa,IA
20,2020-04-27,0.1549428571428571,Kansas,KS
21,2020-04-27,0.12392749999999997,Kentucky,KY
22,2020-04-27,1.2625937499999995,Louisiana,LA
23,2020-04-27,0.10918749999999999,Maine,ME
24,2020-04-27,0.6130833333333333,Maryland,MD
25,2020-04-27,2.1142857142857143,Massachusetts,MA
26,2020-04-27,0.33063855421686744,Michigan,MI
27,2020-04-27,0.09992298850574713,Minnesota,MN
28,2020-04-27,0.510780487804878,Mississippi,MS
29,2020-04-27,0.09414782608695652,Missouri,MO
30,2020-04-27,0.03711607142857142,Montana,MT
31,2020-04-27,0.22140860215053765,Nebraska,NE
32,2020-04-27,0.11935294117647058,Nevada,NV
33,2020-04-27,0.22889999999999996,New Hampshire,NH
34,2020-04-27,3.2861904761904763,New Jersey,NJ
35,2020-04-27,0.21706060606060606,New Mexico,NM
36,2020-04-27,1.8125806451612905,New York,NY
37,2020-04-27,0.18803599999999998,North Carolina,NC
38,2020-04-27,0.06467924528301887,North Dakota,ND
39,2020-04-27,0.42126931818181834,Ohio,OH
40,2020-04-27,0.15475324675324673,Oklahoma,OK
41,2020-04-27,0.05494444444444444,Oregon,OR
42,2020-04-27,0.5601791044776121,Pennsylvania,PA
44,2020-04-27,1.122,Rhode Island,RI
45,2020-04-27,0.2682391304347826,South Carolina,SC
46,2020-04-27,0.07386363636363637,South Dakota,SD
47,2020-04-27,0.2880736842105263,Tennessee,TN
48,2020-04-27,0.07507440944881892,Texas,TX
49,2020-04-27,0.2273448275862069,Utah,UT
50,2020-04-27,0.22064285714285714,Vermont,VT
51,2020-04-27,0.25000000000000006,Virginia,VA
53,2020-04-27,0.2693846153846154,Washington,WA
54,2020-04-27,0.06905454545454545,West Virginia,WV
55,2020-04-27,0.07748611111111112,Wisconsin,WI
56,2020-04-27,0.11719565217391305,Wyoming,WY
1,2020-04-28,0.3883283582089552,Alabama,AL
4,2020-04-28,0.3823333333333333,Arizona,AZ
5,2020-04-28,0.3376,Arkansas,AR
6,2020-04-28,0.15346896551724143,California,CA
8,2020-04-28,0.39514062499999997,Colorado,CO
9,2020-04-28,1.65875,Connecticut,CT
10,2020-04-28,1.77,Delaware,DE
11,2020-04-28,1.88,District Of Columbia,DC
12,2020-04-28,0.24832835820895519,Florida,FL
13,2020-04-28,0.6828050314465406,Georgia,GA
16,2020-04-28,0.24354545454545456,Idaho,ID
17,2020-04-28,0.1915774509803922,Illinois,IL
18,2020-04-28,0.4020869565217389,Indiana,IN
19,2020-04-28,0.3023232323232323,Iowa,IA
20,2020-04-28,0.16910476190476187,Kansas,KS
21,2020-04-28,0.12709083333333338,Kentucky,KY
22,2020-04-28,1.2481875,Louisiana,LA
23,2020-04-28,0.1088125,Maine,ME
24,2020-04-28,0.6311666666666668,Maryland,MD
25,2020-04-28,2.117142857142857,Massachusetts,MA
26,2020-04-28,0.3323493975903615,Michigan,MI
27,2020-04-28,0.1120574712643678,Minnesota,MN
28,2020-04-28,0.5245853658536586,Mississippi,MS
29,2020-04-28,0.0951304347826087,Missouri,MO
30,2020-04-28,0.036078571428571425,Montana,MT
31,2020-04-28,0.24538709677419357,Nebraska,NE
32,2020-04-28,0.12223529411764705,Nevada,NV
33,2020-04-28,0.2306,New Hampshire,NH
34,2020-04-28,3.303333333333333,New Jersey,NJ
35,2020-04-28,0.22706060606060607,New Mexico,NM
36,2020-04-28,1.799096774193548,New York,NY
37,2020-04-28,0.19257,North Carolina,NC
38,2020-04-28,0.06501886792452831,North Dakota,ND
39,2020-04-28,0.41577613636363664,Ohio,OH
40,2020-04-28,0.15563636363636363,Oklahoma,OK
41,2020-04-28,0.05458333333333333,Oregon,OR
42,2020-04-28,0.5600149253731346,Pennsylvania,PA
44,2020-04-28,1.15,Rhode Island,RI
45,2020-04-28,0.2737173913043479,South Carolina,SC
46,2020-04-28,0.07504545454545454,South Dakota,SD
47,2020-04-28,0.30745263157894737,Tennessee,TN
48,2020-04-28,0.07764763779527559,Texas,TX
49,2020-04-28,0.22468965517241377,Utah,UT
50,2020-04-28,0.21400000000000002,Vermont,VT
51,2020-04-28,0.26272180451127825,Virginia,VA
53,2020-04-28,0.26661538461538464,Washington,WA
54,2020-04-28,0.06904545454545455,West Virginia,WV
55,2020-04-28,0.0789027777777778,Wisconsin,WI
56,2020-04-28,0.11666086956521739,Wyoming,WY
1,2020-04-29,0.39114925373134335,Alabama,AL
4,2020-04-29,0.38973333333333327,Arizona,AZ
5,2020-04-29,0.3472133333333333,Arkansas,AR
6,2020-04-29,0.15466724137931032,California,CA
8,2020-04-29,0.406328125,Colorado,CO
9,2020-04-29,1.655,Connecticut,CT
10,2020-04-29,1.8250000000000002,Delaware,DE
11,2020-04-29,1.89,District Of Columbia,DC
12,2020-04-29,0.24840298507462688,Florida,FL
13,2020-04-29,0.6823018867924526,Georgia,GA
16,2020-04-29,0.23802272727272725,Idaho,ID
17,2020-04-29,0.19799019607843138,Illinois,IL
18,2020-04-29,0.4202717391304347,Indiana,IN
19,2020-04-29,0.31225252525252534,Iowa,IA
20,2020-04-29,0.1833428571428571,Kansas,KS
21,2020-04-29,0.12911583333333335,Kentucky,KY
22,2020-04-29,1.233734375,Louisiana,LA
23,2020-04-29,0.1074375,Maine,ME
24,2020-04-29,0.6479583333333333,Maryland,MD
25,2020-04-29,2.1214285714285714,Massachusetts,MA
26,2020-04-29,0.33390361445783123,Michigan,MI
27,2020-04-29,0.12833103448275862,Minnesota,MN
28,2020-04-29,0.5395487804878049,Mississippi,MS
29,2020-04-29,0.09604347826086956,Missouri,MO
30,2020-04-29,0.03491607142857143,Montana,MT
31,2020-04-29,0.27106451612903226,Nebraska,NE
32,2020-04-29,0.12164705882352941,Nevada,NV
33,2020-04-29,0.2334,New Hampshire,NH
34,2020-04-29,3.31,New Jersey,NJ
35,2020-04-29,0.23663636363636362,New Mexico,NM
36,2020-04-29,1.7876774193548381,New York,NY
37,2020-04-29,0.19937999999999992,North Carolina,NC
38,2020-04-29,0.0659433962264151,North Dakota,ND
39,2020-04-29,0.41142727272727286,Ohio,OH
40,2020-04-29,0.1565194805194805,Oklahoma,OK
41,2020-04-29,0.054666666666666655,Oregon,OR
42,2020-04-29,0.5605223880597013,Pennsylvania,PA
44,2020-04-29,1.174,Rhode Island,RI
45,2020-04-29,0.2783260869565218,South Carolina,SC
46,2020-04-29,0.07533333333333332,South Dakota,SD
47,2020-04-29,0.3287210526315789,Tennessee,TN
48,2020-04-29,0.08087322834645666,Texas,TX
49,2020-04-29,0.22306896551724137,Utah,UT
50,2020-04-29,0.20878571428571432,Vermont,VT
51,2020-04-29,0.2755488721804511,Virginia,VA
53,2020-04-29,0.2638974358974359,Washington,WA
54,2020-04-29,0.06858181818181817,West Virginia,WV
55,2020-04-29,0.08045833333333333,Wisconsin,WI
56,2020-04-29,0.11573913043478261,Wyoming,WY
1,2020-04-30,0.394134328358209,Alabama,AL
4,2020-04-30,0.39920000000000005,Arizona,AZ
5,2020-04-30,0.34951999999999994,Arkansas,AR
6,2020-04-30,0.1538,California,CA
8,2020-04-30,0.418015625,Colorado,CO
9,2020-04-30,1.65625,Connecticut,CT
10,2020-04-30,1.885,Delaware,DE
11,2020-04-30,1.91,District Of Columbia,DC
12,2020-04-30,0.2472686567164179,Florida,FL
13,2020-04-30,0.6821761006289311,Georgia,GA
16,2020-04-30,0.2325,Idaho,ID
17,2020-04-30,0.20549411764705888,Illinois,IL
18,2020-04-30,0.43674999999999997,Indiana,IN
19,2020-04-30,0.32275757575757574,Iowa,IA
20,2020-04-30,0.19690476190476194,Kansas,KS
21,2020-04-30,0.13154749999999998,Kentucky,KY
22,2020-04-30,1.2197812499999996,Louisiana,LA
23,2020-04-30,0.10781249999999999,Maine,ME
24,2020-04-30,0.6623333333333333,Maryland,MD
25,2020-04-30,2.1264285714285713,Massachusetts,MA
26,2020-04-30,0.33587951807228905,Michigan,MI
27,2020-04-30,0.14645977011494257,Minnesota,MN
28,2020-04-30,0.555,Mississippi,MS
29,2020-04-30,0.0965391304347826,Missouri,MO
30,2020-04-30,0.0339125,Montana,MT
31,2020-04-30,0.2937311827956989,Nebraska,NE
32,2020-04-30,0.12170588235294118,Nevada,NV
33,2020-04-30,0.23400000000000004,New Hampshire,NH
34,2020-04-30,3.31095238095238,New Jersey,NJ
35,2020-04-30,0.24675151515151514,New Mexico,NM
36,2020-04-30,1.783306451612903,New York,NY
37,2020-04-30,0.20507999999999996,North Carolina,NC
38,2020-04-30,0.06667924528301887,North Dakota,ND
39,2020-04-30,0.4065238636363641,Ohio,OH
40,2020-04-30,0.15723376623376625,Oklahoma,OK
41,2020-04-30,0.055111111111111104,Oregon,OR
42,2020-04-30,0.5600746268656717,Pennsylvania,PA
44,2020-04-30,1.198,Rhode Island,RI
45,2020-04-30,0.28230434782608704,South Carolina,SC
46,2020-04-30,0.07724242424242424,South Dakota,SD
47,2020-04-30,0.3746694736842105,Tennessee,TN
48,2020-04-30,0.08341062992125987,Texas,TX
49,2020-04-30,0.22217241379310346,Utah,UT
50,2020-04-30,0.20507142857142857,Vermont,VT
51,2020-04-30,0.2860751879699248,Virginia,VA
53,2020-04-30,0.2622564102564103,Washington,WA
54,2020-04-30,0.06770909090909093,West Virginia,WV
55,2020-04-30,0.08248333333333333,Wisconsin,WI
56,2020-04-30,0.11612173913043478,Wyoming,WY
1,2020-05-01,0.3984477611940299,Alabama,AL
4,2020-05-01,0.4076000000000001,Arizona,AZ
5,2020-05-01,0.3484266666666666,Arkansas,AR
6,2020-05-01,0.15500000000000005,California,CA
8,2020-05-01,0.42735937500000015,Colorado,CO
9,2020-05-01,1.66125,Connecticut,CT
10,2020-05-01,1.94,Delaware,DE
11,2020-05-01,1.93,District Of Columbia,DC
12,2020-05-01,0.2458358208955224,Florida,FL
13,2020-05-01,0.6816100628930819,Georgia,GA
16,2020-05-01,0.22740909090909092,Idaho,ID
17,2020-05-01,0.21140392156862745,Illinois,IL
18,2020-05-01,0.45469565217391306,Indiana,IN
19,2020-05-01,0.3319232323232323,Iowa,IA
20,2020-05-01,0.20912380952380952,Kansas,KS
21,2020-05-01,0.13344583333333332,Kentucky,KY
22,2020-05-01,1.2101562499999998,Louisiana,LA
23,2020-05-01,0.1051875,Maine,ME
24,2020-05-01,0.6774583333333332,Maryland,MD
25,2020-05-01,2.127857142857143,Massachusetts,MA
26,2020-05-01,0.33668674698795176,Michigan,MI
27,2020-05-01,0.1670459770114943,Minnesota,MN
28,2020-05-01,0.5707073170731706,Mississippi,MS
29,2020-05-01,0.0973304347826087,Missouri,MO
30,2020-05-01,0.033107142857142856,Montana,MT
31,2020-05-01,0.32703225806451613,Nebraska,NE
32,2020-05-01,0.12341176470588235,Nevada,NV
33,2020-05-01,0.2351,New Hampshire,NH
34,2020-05-01,3.3095238095238093,New Jersey,NJ
35,2020-05-01,0.25557575757575757,New Mexico,NM
36,2020-05-01,1.777548387096774,New York,NY
37,2020-05-01,0.2102239999999999,North Carolina,NC
38,2020-05-01,0.06741509433962264,North Dakota,ND
39,2020-05-01,0.4030534090909093,Ohio,OH
40,2020-05-01,0.15801298701298702,Oklahoma,OK
41,2020-05-01,0.05588888888888889,Oregon,OR
42,2020-05-01,0.5598208955223881,Pennsylvania,PA
44,2020-05-01,1.222,Rhode Island,RI
45,2020-05-01,0.2862826086956522,South Carolina,SC
46,2020-05-01,0.07933333333333333,South Dakota,SD
47,2020-05-01,0.43468421052631573,Tennessee,TN
48,2020-05-01,0.08617401574803152,Texas,TX
49,2020-05-01,0.2209310344827586,Utah,UT
50,2020-05-01,0.19992857142857146,Vermont,VT
51,2020-05-01,0.299203007518797,Virginia,VA
53,2020-05-01,0.259948717948718,Washington,WA
54,2020-05-01,0.06616363636363637,West Virginia,WV
55,2020-05-01,0.0851486111111111,Wisconsin,WI
56,2020-05-01,0.1160695652173913,Wyoming,WY
1,2020-05-02,0.40683582089552234,Alabama,AL
4,2020-05-02,0.4159333333333334,Arizona,AZ
5,2020-05-02,0.34641333333333335,Arkansas,AR
6,2020-05-02,0.15606206896551725,California,CA
8,2020-05-02,0.4282031250000001,Colorado,CO
9,2020-05-02,1.6624999999999999,Connecticut,CT
10,2020-05-02,1.99,Delaware,DE
11,2020-05-02,1.95,District Of Columbia,DC
12,2020-05-02,0.2459850746268657,Florida,FL
13,2020-05-02,0.6820188679245286,Georgia,GA
16,2020-05-02,0.2241590909090909,Idaho,ID
17,2020-05-02,0.21937549019607844,Illinois,IL
18,2020-05-02,0.47027173913043463,Indiana,IN
19,2020-05-02,0.34221616161616164,Iowa,IA
20,2020-05-02,0.2218952380952381,Kansas,KS
21,2020-05-02,0.13444416666666667,Kentucky,KY
22,2020-05-02,1.2003750000000004,Louisiana,LA
23,2020-05-02,0.10493750000000002,Maine,ME
24,2020-05-02,0.6891666666666666,Maryland,MD
25,2020-05-02,2.129285714285714,Massachusetts,MA
26,2020-05-02,0.3385060240963855,Michigan,MI
27,2020-05-02,0.18659310344827584,Minnesota,MN
28,2020-05-02,0.5865731707317073,Mississippi,MS
29,2020-05-02,0.09765217391304348,Missouri,MO
30,2020-05-02,0.03212321428571429,Montana,MT
31,2020-05-02,0.357494623655914,Nebraska,NE
32,2020-05-02,0.12394117647058822,Nevada,NV
33,2020-05-02,0.2392,New Hampshire,NH
34,2020-05-02,3.3057142857142856,New Jersey,NJ
35,2020-05-02,0.26170303030303027,New Mexico,NM
36,2020-05-02,1.7594193548387105,New York,NY
37,2020-05-02,0.2160000000000001,North Carolina,NC
38,2020-05-02,0.06760377358490566,North Dakota,ND
39,2020-05-02,0.4003329545454545,Ohio,OH
40,2020-05-02,0.1602324675324675,Oklahoma,OK
41,2020-05-02,0.05633333333333333,Oregon,OR
42,2020-05-02,0.5591791044776118,Pennsylvania,PA
44,2020-05-02,1.238,Rhode Island,RI
45,2020-05-02,0.29154347826086957,South Carolina,SC
46,2020-05-02,0.08230303030303031,South Dakota,SD
47,2020-05-02,0.490421052631579,Tennessee,TN
48,2020-05-02,0.08827401574803147,Texas,TX
49,2020-05-02,0.22179310344827588,Utah,UT
50,2020-05-02,0.1962142857142857,Vermont,VT
51,2020-05-02,0.3117969924812031,Virginia,VA
53,2020-05-02,0.2595897435897436,Washington,WA
54,2020-05-02,0.06587272727272728,West Virginia,WV
55,2020-05-02,0.08772222222222224,Wisconsin,WI
56,2020-05-02,0.11601739130434784,Wyoming,WY
1,2020-05-03,0.41458208955223885,Alabama,AL
4,2020-05-03,0.4248666666666666,Arizona,AZ
5,2020-05-03,0.34474666666666676,Arkansas,AR
6,2020-05-03,0.15672931034482754,California,CA
8,2020-05-03,0.428765625,Colorado,CO
9,2020-05-03,1.65875,Connecticut,CT
10,2020-05-03,2.0149999999999997,Delaware,DE
11,2020-05-03,1.98,District Of Columbia,DC
12,2020-05-03,0.25122388059701495,Florida,FL
13,2020-05-03,0.6830691823899371,Georgia,GA
16,2020-05-03,0.2209090909090909,Idaho,ID
17,2020-05-03,0.22675490196078432,Illinois,IL
18,2020-05-03,0.4845760869565217,Indiana,IN
19,2020-05-03,0.3535151515151515,Iowa,IA
20,2020-05-03,0.23406666666666665,Kansas,KS
21,2020-05-03,0.1351183333333333,Kentucky,KY
22,2020-05-03,1.1920156249999998,Louisiana,LA
23,2020-05-03,0.1040625,Maine,ME
24,2020-05-03,0.70375,Maryland,MD
25,2020-05-03,2.130714285714286,Massachusetts,MA
26,2020-05-03,0.33916867469879497,Michigan,MI
27,2020-05-03,0.20648620689655175,Minnesota,MN
28,2020-05-03,0.5987317073170733,Mississippi,MS
29,2020-05-03,0.09766086956521738,Missouri,MO
30,2020-05-03,0.0313,Montana,MT
31,2020-05-03,0.387494623655914,Nebraska,NE
32,2020-05-03,0.12441176470588236,Nevada,NV
33,2020-05-03,0.24170000000000003,New Hampshire,NH
34,2020-05-03,3.303333333333333,New Jersey,NJ
35,2020-05-03,0.26909090909090905,New Mexico,NM
36,2020-05-03,1.7415,New York,NY
37,2020-05-03,0.22056000000000003,North Carolina,NC
38,2020-05-03,0.06758490566037736,North Dakota,ND
39,2020-05-03,0.3979534090909091,Ohio,OH
40,2020-05-03,0.1631090909090909,Oklahoma,OK
41,2020-05-03,0.05588888888888889,Oregon,OR
42,2020-05-03,0.5594462686567162,Pennsylvania,PA
44,2020-05-03,1.254,Rhode Island,RI
45,2020-05-03,0.2956956521739131,South Carolina,SC
46,2020-05-03,0.0847272727272727,South Dakota,SD
47,2020-05-03,0.5430526315789475,Tennessee,TN
48,2020-05-03,0.09057834645669297,Texas,TX
49,2020-05-03,0.2257586206896552,Utah,UT
50,2020-05-03,0.19314285714285714,Vermont,VT
51,2020-05-03,0.32432330827067674,Virginia,VA
53,2020-05-03,0.2586923076923077,Washington,WA
54,2020-05-03,0.06509090909090909,West Virginia,WV
55,2020-05-03,0.09073611111111111,Wisconsin,WI
56,2020-05-03,0.11635652173913043,Wyoming,WY
1,2020-05-04,0.4220895522388059,Alabama,AL
4,2020-05-04,0.43346666666666667,Arizona,AZ
5,2020-05-04,0.3424533333333334,Arkansas,AR
6,2020-05-04,0.157948275862069,California,CA
8,2020-05-04,0.4267812500000001,Colorado,CO
9,2020-05-04,1.6550000000000002,Connecticut,CT
10,2020-05-04,2.04,Delaware,DE
11,2020-05-04,2.01,District Of Columbia,DC
12,2020-05-04,0.25638656716417907,Florida,FL
13,2020-05-04,0.6825220125786162,Georgia,GA
16,2020-05-04,0.21788636363636363,Idaho,ID
17,2020-05-04,0.23491176470588238,Illinois,IL
18,2020-05-04,0.49236956521739134,Indiana,IN
19,2020-05-04,0.36532323232323244,Iowa,IA
20,2020-05-04,0.2455047619047619,Kansas,KS
21,2020-05-04,0.13646666666666665,Kentucky,KY
22,2020-05-04,1.184890625,Louisiana,LA
23,2020-05-04,0.1034375,Maine,ME
24,2020-05-04,0.7145833333333331,Maryland,MD
25,2020-05-04,2.130714285714286,Massachusetts,MA
26,2020-05-04,0.3393253012048192,Michigan,MI
27,2020-05-04,0.22756321839080462,Minnesota,MN
28,2020-05-04,0.6145609756097562,Mississippi,MS
29,2020-05-04,0.09875652173913045,Missouri,MO
30,2020-05-04,0.03067321428571429,Montana,MT
31,2020-05-04,0.4189032258064515,Nebraska,NE
32,2020-05-04,0.1288235294117647,Nevada,NV
33,2020-05-04,0.2459,New Hampshire,NH
34,2020-05-04,3.301428571428571,New Jersey,NJ
35,2020-05-04,0.27675757575757576,New Mexico,NM
36,2020-05-04,1.7249516129032259,New York,NY
37,2020-05-04,0.22552999999999992,North Carolina,NC
38,2020-05-04,0.06775471698113207,North Dakota,ND
39,2020-05-04,0.39703863636363634,Ohio,OH
40,2020-05-04,0.16627532467532466,Oklahoma,OK
41,2020-05-04,0.05649999999999998,Oregon,OR
42,2020-05-04,0.558441791044776,Pennsylvania,PA
44,2020-05-04,1.2680000000000002,Rhode Island,RI
45,2020-05-04,0.2996956521739131,South Carolina,SC
46,2020-05-04,0.0865,South Dakota,SD
47,2020-05-04,0.593042105263158,Tennessee,TN
48,2020-05-04,0.09320196850393701,Texas,TX
49,2020-05-04,0.23041379310344828,Utah,UT
50,2020-05-04,0.18921428571428572,Vermont,VT
51,2020-05-04,0.33758646616541343,Virginia,VA
53,2020-05-04,0.25930769230769235,Washington,WA
54,2020-05-04,0.06432181818181819,West Virginia,WV
55,2020-05-04,0.09371388888888889,Wisconsin,WI
56,2020-05-04,0.11547826086956521,Wyoming,WY
1,2020-05-05,0.4313582089552239,Alabama,AL
4,2020-05-05,0.44386666666666663,Arizona,AZ
5,2020-05-05,0.34116,Arkansas,AR
6,2020-05-05,0.15875344827586205,California,CA
8,2020-05-05,0.42362500000000003,Colorado,CO
9,2020-05-05,1.655,Connecticut,CT
10,2020-05-05,2.04,Delaware,DE
11,2020-05-05,2.04,District Of Columbia,DC
12,2020-05-05,0.2603791044776119,Florida,FL
13,2020-05-05,0.681622641509434,Georgia,GA
16,2020-05-05,0.21418181818181817,Idaho,ID
17,2020-05-05,0.24182352941176474,Illinois,IL
18,2020-05-05,0.5011521739130436,Indiana,IN
19,2020-05-05,0.37718181818181806,Iowa,IA
20,2020-05-05,0.25784761904761894,Kansas,KS
21,2020-05-05,0.14227416666666667,Kentucky,KY
22,2020-05-05,1.1784062500000003,Louisiana,LA
23,2020-05-05,0.10293749999999999,Maine,ME
24,2020-05-05,0.7291666666666669,Maryland,MD
25,2020-05-05,2.1278571428571427,Massachusetts,MA
26,2020-05-05,0.33887951807228905,Michigan,MI
27,2020-05-05,0.2475045977011495,Minnesota,MN
28,2020-05-05,0.6311097560975608,Mississippi,MS
29,2020-05-05,0.09947826086956522,Missouri,MO
30,2020-05-05,0.02988571428571429,Montana,MT
31,2020-05-05,0.4483870967741936,Nebraska,NE
32,2020-05-05,0.12941176470588234,Nevada,NV
33,2020-05-05,0.24710000000000001,New Hampshire,NH
34,2020-05-05,3.2961904761904757,New Jersey,NJ
35,2020-05-05,0.28524242424242424,New Mexico,NM
36,2020-05-05,1.708129032258065,New York,NY
37,2020-05-05,0.2302490000000001,North Carolina,NC
38,2020-05-05,0.06773584905660376,North Dakota,ND
39,2020-05-05,0.39604545454545453,Ohio,OH
40,2020-05-05,0.16998701298701296,Oklahoma,OK
41,2020-05-05,0.05784444444444444,Oregon,OR
42,2020-05-05,0.5570597014925374,Pennsylvania,PA
44,2020-05-05,1.276,Rhode Island,RI
45,2020-05-05,0.30428260869565227,South Carolina,SC
46,2020-05-05,0.08783333333333333,South Dakota,SD
47,2020-05-05,0.6375978947368423,Tennessee,TN
48,2020-05-05,0.09561653543307087,Texas,TX
49,2020-05-05,0.2347241379310345,Utah,UT
50,2020-05-05,0.18464285714285714,Vermont,VT
51,2020-05-05,0.34972180451127827,Virginia,VA
53,2020-05-05,0.2591025641025641,Washington,WA
54,2020-05-05,0.06363636363636363,West Virginia,WV
55,2020-05-05,0.09694166666666666,Wisconsin,WI
56,2020-05-05,0.11499130434782609,Wyoming,WY
1,2020-05-06,0.4411044776119403,Alabama,AL
4,2020-05-06,0.4562,Arizona,AZ
5,2020-05-06,0.3410666666666668,Arkansas,AR
6,2020-05-06,0.16000862068965524,California,CA
8,2020-05-06,0.421390625,Colorado,CO
9,2020-05-06,1.6575,Connecticut,CT
10,2020-05-06,2.06,Delaware,DE
11,2020-05-06,2.08,District Of Columbia,DC
12,2020-05-06,0.2660641791044776,Florida,FL
13,2020-05-06,0.6807924528301885,Georgia,GA
16,2020-05-06,0.21115909090909088,Idaho,ID
17,2020-05-06,0.24915686274509805,Illinois,IL
18,2020-05-06,0.509195652173913,Indiana,IN
19,2020-05-06,0.3872828282828283,Iowa,IA
20,2020-05-06,0.2712666666666666,Kansas,KS
21,2020-05-06,0.1475058333333333,Kentucky,KY
22,2020-05-06,1.171921875,Louisiana,LA
23,2020-05-06,0.1038125,Maine,ME
24,2020-05-06,0.7433333333333333,Maryland,MD
25,2020-05-06,2.125,Massachusetts,MA
26,2020-05-06,0.3378795180722893,Michigan,MI
27,2020-05-06,0.26365287356321837,Minnesota,MN
28,2020-05-06,0.6472804878048779,Mississippi,MS
29,2020-05-06,0.10065217391304347,Missouri,MO
30,2020-05-06,0.02908214285714286,Montana,MT
31,2020-05-06,0.4860860215053763,Nebraska,NE
32,2020-05-06,0.1335294117647059,Nevada,NV
33,2020-05-06,0.2517,New Hampshire,NH
34,2020-05-06,3.2909523809523815,New Jersey,NJ
35,2020-05-06,0.2906363636363637,New Mexico,NM
36,2020-05-06,1.6925483870967741,New York,NY
37,2020-05-06,0.23593599999999987,North Carolina,NC
38,2020-05-06,0.06770188679245283,North Dakota,ND
39,2020-05-06,0.395575,Ohio,OH
40,2020-05-06,0.17427012987012985,Oklahoma,OK
41,2020-05-06,0.058875,Oregon,OR
42,2020-05-06,0.5561940298507463,Pennsylvania,PA
44,2020-05-06,1.2719999999999998,Rhode Island,RI
45,2020-05-06,0.3085652173913044,South Carolina,SC
46,2020-05-06,0.09004545454545453,South Dakota,SD
47,2020-05-06,0.6731957894736842,Tennessee,TN
48,2020-05-06,0.09721653543307092,Texas,TX
49,2020-05-06,0.24010344827586208,Utah,UT
50,2020-05-06,0.183,Vermont,VT
51,2020-05-06,0.3623233082706768,Virginia,VA
53,2020-05-06,0.26038461538461544,Washington,WA
54,2020-05-06,0.06287272727272727,West Virginia,WV
55,2020-05-06,0.10083055555555555,Wisconsin,WI
56,2020-05-06,0.11450869565217392,Wyoming,WY
1,2020-05-07,0.4513970149253732,Alabama,AL
4,2020-05-07,0.46546666666666664,Arizona,AZ
5,2020-05-07,0.33948,Arkansas,AR
6,2020-05-07,0.16231379310344832,California,CA
8,2020-05-07,0.4198906250000001,Colorado,CO
9,2020-05-07,1.655,Connecticut,CT
10,2020-05-07,2.09,Delaware,DE
11,2020-05-07,2.11,District Of Columbia,DC
12,2020-05-07,0.2734626865671642,Florida,FL
13,2020-05-07,0.6793081761006287,Georgia,GA
16,2020-05-07,0.20838636363636365,Idaho,ID
17,2020-05-07,0.2564705882352942,Illinois,IL
18,2020-05-07,0.5175652173913045,Indiana,IN
19,2020-05-07,0.4013131313131313,Iowa,IA
20,2020-05-07,0.282532380952381,Kansas,KS
21,2020-05-07,0.1527216666666667,Kentucky,KY
22,2020-05-07,1.166546875,Louisiana,LA
23,2020-05-07,0.10305624999999999,Maine,ME
24,2020-05-07,0.7583333333333334,Maryland,MD
25,2020-05-07,2.12,Massachusetts,MA
26,2020-05-07,0.3365903614457832,Michigan,MI
27,2020-05-07,0.2791793103448277,Minnesota,MN
28,2020-05-07,0.6619634146341465,Mississippi,MS
29,2020-05-07,0.10159130434782608,Missouri,MO
30,2020-05-07,0.028491071428571428,Montana,MT
31,2020-05-07,0.514494623655914,Nebraska,NE
32,2020-05-07,0.1376470588235294,Nevada,NV
33,2020-05-07,0.2554,New Hampshire,NH
34,2020-05-07,3.284761904761905,New Jersey,NJ
35,2020-05-07,0.29642424242424237,New Mexico,NM
36,2020-05-07,1.6768387096774189,New York,NY
37,2020-05-07,0.24194999999999997,North Carolina,NC
38,2020-05-07,0.06839622641509434,North Dakota,ND
39,2020-05-07,0.39495795454545435,Ohio,OH
40,2020-05-07,0.17790389610389606,Oklahoma,OK
41,2020-05-07,0.06034166666666666,Oregon,OR
42,2020-05-07,0.5551641791044774,Pennsylvania,PA
44,2020-05-07,1.262,Rhode Island,RI
45,2020-05-07,0.3130434782608696,South Carolina,SC
46,2020-05-07,0.09256060606060605,South Dakota,SD
47,2020-05-07,0.6778463157894737,Tennessee,TN
48,2020-05-07,0.09919370078740161,Texas,TX
49,2020-05-07,0.24479310344827587,Utah,UT
50,2020-05-07,0.18042857142857144,Vermont,VT
