ID,Observed,Expected,OE,RR_L,date
54914,3,6.39,0.47,0.47,2021-12-01
54867,1,0.089,11.2,11.21,2021-12-01
54864,0,0.26,0.0,0.0,2021-12-01
54840,1,0.91,1.1,1.1,2021-12-01
54841,0,0.058,0.0,0.0,2021-12-01
54842,0,0.033,0.0,0.0,2021-12-01
54843,2,2.44,0.82,0.82,2021-12-01
54844,0,0.055,0.0,0.0,2021-12-01
54845,0,0.026,0.0,0.0,2021-12-01
54846,0,0.1,0.0,0.0,2021-12-01
54847,0,0.43,0.0,0.0,2021-12-01
54848,1,1.19,0.84,0.84,2021-12-01
54865,0,0.091,0.0,0.0,2021-12-01
54849,0,0.36,0.0,0.0,2021-12-01
54853,3,0.85,3.53,3.54,2021-12-01
54854,0,0.2,0.0,0.0,2021-12-01
54855,0,0.18,0.0,0.0,2021-12-01
54856,0,0.34,0.0,0.0,2021-12-01
54857,0,0.012,0.0,0.0,2021-12-01
54858,0,0.35,0.0,0.0,2021-12-01
54859,1,0.37,2.73,2.73,2021-12-01
54861,0,0.042,0.0,0.0,2021-12-01
54862,0,0.045,0.0,0.0,2021-12-01
54850,0,0.049,0.0,0.0,2021-12-01
54915,9,8.96,1.0,1.0,2021-12-01
54921,1,0.23,4.41,4.41,2021-12-01
54922,0,0.28,0.0,0.0,2021-12-01
54961,4,2.81,1.42,1.42,2021-12-01
54962,0,0.24,0.0,0.0,2021-12-01
54963,1,1.46,0.68,0.68,2021-12-01
54964,1,0.2,4.97,4.98,2021-12-01
54965,0,0.28,0.0,0.0,2021-12-01
54966,1,0.41,2.44,2.45,2021-12-01
54967,0,0.073,0.0,0.0,2021-12-01
54968,0,0.57,0.0,0.0,2021-12-01
54970,0,0.79,0.0,0.0,2021-12-01
54960,1,0.52,1.94,1.94,2021-12-01
54971,4,2.21,1.81,1.81,2021-12-01
54977,0,0.31,0.0,0.0,2021-12-01
54979,0,0.27,0.0,0.0,2021-12-01
54980,0,0.023,0.0,0.0,2021-12-01
54981,6,3.14,1.91,1.91,2021-12-01
54982,1,1.44,0.7,0.7,2021-12-01
54983,3,0.92,3.27,3.27,2021-12-01
54984,3,0.65,4.65,4.66,2021-12-01
54985,0,0.21,0.0,0.0,2021-12-01
54986,1,1.09,0.92,0.92,2021-12-01
54974,1,0.31,3.2,3.21,2021-12-01
54956,7,9.1,0.77,0.77,2021-12-01
54952,6,5.6,1.07,1.07,2021-12-01
54950,1,0.57,1.74,1.75,2021-12-01
54923,1,1.85,0.54,0.54,2021-12-01
54927,1,0.097,10.29,10.3,2021-12-01
54928,0,0.084,0.0,0.0,2021-12-01
54929,4,1.79,2.23,2.24,2021-12-01
54930,0,0.35,0.0,0.0,2021-12-01
54931,0,0.056,0.0,0.0,2021-12-01
54932,0,0.26,0.0,0.0,2021-12-01
54933,1,0.079,12.66,12.67,2021-12-01
54934,0,0.097,0.0,0.0,2021-12-01
54935,9,8.71,1.03,1.03,2021-12-01
54937,6,4.09,1.47,1.47,2021-12-01
54940,0,0.85,0.0,0.0,2021-12-01
54941,3,0.48,6.27,6.29,2021-12-01
54942,0,2.06,0.0,0.0,2021-12-01
54943,2,0.41,4.86,4.86,2021-12-01
54944,3,1.87,1.61,1.61,2021-12-01
54945,3,0.69,4.35,4.36,2021-12-01
54946,0,0.018,0.0,0.0,2021-12-01
54947,1,0.48,2.07,2.08,2021-12-01
54948,0,0.05,0.0,0.0,2021-12-01
54949,1,0.7,1.43,1.43,2021-12-01
54839,0,0.052,0.0,0.0,2021-12-01
54162,1,1.89,0.53,0.53,2021-12-01
54838,0,0.23,0.0,0.0,2021-12-01
54836,0,0.22,0.0,0.0,2021-12-01
54703,10,9.02,1.11,1.11,2021-12-01
54720,4,1.6,2.5,2.5,2021-12-01
54721,0,0.28,0.0,0.0,2021-12-01
54722,0,0.8,0.0,0.0,2021-12-01
54723,0,0.24,0.0,0.0,2021-12-01
54724,1,1.53,0.65,0.65,2021-12-01
54725,2,0.59,3.38,3.38,2021-12-01
54726,1,0.37,2.7,2.7,2021-12-01
54727,1,1.05,0.95,0.95,2021-12-01
54701,5,8.45,0.59,0.59,2021-12-01
54728,0,1.29,0.0,0.0,2021-12-01
54730,0,1.01,0.0,0.0,2021-12-01
54731,0,0.15,0.0,0.0,2021-12-01
54732,1,0.62,1.62,1.62,2021-12-01
54733,0,0.24,0.0,0.0,2021-12-01
54734,0,0.17,0.0,0.0,2021-12-01
54736,0,0.86,0.0,0.0,2021-12-01
54737,0,0.11,0.0,0.0,2021-12-01
54738,1,0.68,1.48,1.48,2021-12-01
54739,1,1.11,0.9,0.9,2021-12-01
54729,10,6.76,1.48,1.48,2021-12-01
54740,0,0.41,0.0,0.0,2021-12-01
54670,1,0.36,2.81,2.81,2021-12-01
54667,2,1.0,2.01,2.01,2021-12-01
54643,0,0.00062,0.0,0.0,2021-12-01
54644,1,0.34,2.98,2.99,2021-12-01
54645,0,0.017,0.0,0.0,2021-12-01
54646,1,0.86,1.16,1.16,2021-12-01
54648,0,0.35,0.0,0.0,2021-12-01
54650,7,5.09,1.38,1.38,2021-12-01
54651,0,0.3,0.0,0.0,2021-12-01
54652,0,0.24,0.0,0.0,2021-12-01
54653,0,0.2,0.0,0.0,2021-12-01
54669,6,1.63,3.67,3.69,2021-12-01
54654,0,0.02,0.0,0.0,2021-12-01
54656,11,3.65,3.01,3.03,2021-12-01
54657,0,0.078,0.0,0.0,2021-12-01
54658,1,0.54,1.86,1.86,2021-12-01
54659,0,0.27,0.0,0.0,2021-12-01
54660,2,3.28,0.61,0.61,2021-12-01
54661,0,0.77,0.0,0.0,2021-12-01
54664,1,0.34,2.91,2.91,2021-12-01
54665,4,1.68,2.38,2.38,2021-12-01
54666,0,0.58,0.0,0.0,2021-12-01
54655,0,0.38,0.0,0.0,2021-12-01
54741,0,0.4,0.0,0.0,2021-12-01
54742,0,1.04,0.0,0.0,2021-12-01
54745,2,0.41,4.92,4.92,2021-12-01
54801,1,1.36,0.73,0.73,2021-12-01
54805,0,0.3,0.0,0.0,2021-12-01
54806,1,2.36,0.42,0.42,2021-12-01
54810,0,0.48,0.0,0.0,2021-12-01
54812,8,1.16,6.92,6.96,2021-12-01
54813,0,0.13,0.0,0.0,2021-12-01
54814,0,0.56,0.0,0.0,2021-12-01
54817,0,0.43,0.0,0.0,2021-12-01
54819,1,0.47,2.12,2.12,2021-12-01
54773,0,0.71,0.0,0.0,2021-12-01
54820,0,0.18,0.0,0.0,2021-12-01
54822,0,0.94,0.0,0.0,2021-12-01
54824,1,0.46,2.19,2.19,2021-12-01
54826,0,0.15,0.0,0.0,2021-12-01
54827,0,0.06,0.0,0.0,2021-12-01
54828,0,0.14,0.0,0.0,2021-12-01
54829,3,1.05,2.84,2.85,2021-12-01
54830,3,0.58,5.17,5.18,2021-12-01
54832,0,0.072,0.0,0.0,2021-12-01
54835,0,0.18,0.0,0.0,2021-12-01
54821,1,0.24,4.11,4.11,2021-12-01
54772,0,0.22,0.0,0.0,2021-12-01
54771,2,0.9,2.21,2.21,2021-12-01
54770,0,0.44,0.0,0.0,2021-12-01
54746,0,0.15,0.0,0.0,2021-12-01
54747,0,0.52,0.0,0.0,2021-12-01
54748,0,0.21,0.0,0.0,2021-12-01
54749,0,0.29,0.0,0.0,2021-12-01
54750,1,0.21,4.82,4.83,2021-12-01
54751,4,5.38,0.74,0.74,2021-12-01
54754,1,0.39,2.59,2.59,2021-12-01
54755,0,1.46,0.0,0.0,2021-12-01
54756,0,0.19,0.0,0.0,2021-12-01
54757,2,0.73,2.73,2.73,2021-12-01
54758,1,0.93,1.07,1.07,2021-12-01
54759,0,0.3,0.0,0.0,2021-12-01
54760,0,0.048,0.0,0.0,2021-12-01
54761,0,0.24,0.0,0.0,2021-12-01
54762,0,0.26,0.0,0.0,2021-12-01
54763,1,0.23,4.29,4.29,2021-12-01
54765,0,0.0019,0.0,0.0,2021-12-01
54766,0,0.37,0.0,0.0,2021-12-01
54767,0,0.74,0.0,0.0,2021-12-01
54768,1,1.27,0.79,0.79,2021-12-01
54769,0,0.13,0.0,0.0,2021-12-01
54837,4,0.78,5.16,5.17,2021-12-01
54161,0,0.58,0.0,0.0,2021-12-01
54637,0,0.04,0.0,0.0,2021-12-01
54159,0,0.24,0.0,0.0,2021-12-01
53190,5,3.98,1.26,1.26,2021-12-01
53191,0,0.59,0.0,0.0,2021-12-01
53192,0,0.0019,0.0,0.0,2021-12-01
53195,0,0.032,0.0,0.0,2021-12-01
53202,3,5.15,0.58,0.58,2021-12-01
53203,0,0.36,0.0,0.0,2021-12-01
53204,6,8.0,0.75,0.75,2021-12-01
53205,1,1.84,0.54,0.54,2021-12-01
53206,2,4.66,0.43,0.43,2021-12-01
53189,4,5.53,0.72,0.72,2021-12-01
53207,2,7.63,0.26,0.26,2021-12-01
53209,11,9.64,1.14,1.14,2021-12-01
53210,4,5.54,0.72,0.72,2021-12-01
53211,1,7.33,0.14,0.14,2021-12-01
53212,5,6.31,0.79,0.79,2021-12-01
53213,2,5.72,0.35,0.35,2021-12-01
53214,6,7.35,0.82,0.82,2021-12-01
53215,4,12.4,0.32,0.32,2021-12-01
53216,6,6.94,0.86,0.86,2021-12-01
53217,3,5.92,0.51,0.51,2021-12-01
53208,4,6.23,0.64,0.64,2021-12-01
53218,8,8.68,0.92,0.92,2021-12-01
53188,6,7.39,0.81,0.81,2021-12-01
53185,2,3.95,0.51,0.51,2021-12-01
53146,0,1.67,0.0,0.0,2021-12-01
53147,3,3.48,0.86,0.86,2021-12-01
53149,4,4.19,0.96,0.96,2021-12-01
53150,5,5.34,0.94,0.94,2021-12-01
53151,5,6.51,0.77,0.77,2021-12-01
53153,2,0.51,3.93,3.93,2021-12-01
53154,10,7.46,1.34,1.34,2021-12-01
53156,1,0.61,1.63,1.63,2021-12-01
53158,8,3.46,2.31,2.32,2021-12-01
53186,7,6.83,1.02,1.02,2021-12-01
53167,0,0.14,0.0,0.0,2021-12-01
53170,2,0.46,4.38,4.38,2021-12-01
53172,2,4.33,0.46,0.46,2021-12-01
53177,1,1.67,0.6,0.6,2021-12-01
53178,2,0.57,3.51,3.52,2021-12-01
53179,0,1.48,0.0,0.0,2021-12-01
53181,1,1.54,0.65,0.65,2021-12-01
53182,4,2.04,1.96,1.96,2021-12-01
53183,0,0.61,0.0,0.0,2021-12-01
53184,1,0.86,1.16,1.16,2021-12-01
53168,1,1.82,0.55,0.55,2021-12-01
53219,7,7.21,0.97,0.97,2021-12-01
53220,6,5.45,1.1,1.1,2021-12-01
53221,7,8.29,0.84,0.84,2021-12-01
53515,0,0.47,0.0,0.0,2021-12-01
53516,0,0.47,0.0,0.0,2021-12-01
53517,0,0.4,0.0,0.0,2021-12-01
53518,0,0.29,0.0,0.0,2021-12-01
53520,1,1.35,0.74,0.74,2021-12-01
53521,0,0.77,0.0,0.0,2021-12-01
53522,1,0.21,4.86,4.86,2021-12-01
53523,0,1.07,0.0,0.0,2021-12-01
53525,0,0.83,0.0,0.0,2021-12-01
53511,10,10.18,0.98,0.98,2021-12-01
53526,0,0.13,0.0,0.0,2021-12-01
53528,0,1.29,0.0,0.0,2021-12-01
53529,0,0.43,0.0,0.0,2021-12-01
53530,0,0.92,0.0,0.0,2021-12-01
53531,0,0.96,0.0,0.0,2021-12-01
53532,0,3.24,0.0,0.0,2021-12-01
53533,3,1.46,2.05,2.06,2021-12-01
53534,1,2.49,0.4,0.4,2021-12-01
53536,1,1.8,0.56,0.55,2021-12-01
53537,0,0.17,0.0,0.0,2021-12-01
53527,0,2.26,0.0,0.0,2021-12-01
53510,0,0.31,0.0,0.0,2021-12-01
53508,0,1.19,0.0,0.0,2021-12-01
53507,0,0.44,0.0,0.0,2021-12-01
53222,3,5.45,0.55,0.55,2021-12-01
53223,8,6.05,1.32,1.33,2021-12-01
53224,6,4.61,1.3,1.3,2021-12-01
53225,5,5.49,0.91,0.91,2021-12-01
53226,2,3.92,0.51,0.51,2021-12-01
53227,1,4.88,0.2,0.2,2021-12-01
53228,4,3.04,1.32,1.32,2021-12-01
53233,0,3.13,0.0,0.0,2021-12-01
53235,3,1.97,1.52,1.53,2021-12-01
53295,0,0.036,0.0,0.0,2021-12-01
53402,5,6.94,0.72,0.72,2021-12-01
53403,5,5.44,0.92,0.92,2021-12-01
53404,3,3.1,0.97,0.97,2021-12-01
53405,3,5.26,0.57,0.57,2021-12-01
53406,3,5.41,0.55,0.55,2021-12-01
53501,0,0.039,0.0,0.0,2021-12-01
53502,1,0.52,1.92,1.92,2021-12-01
53503,0,0.41,0.0,0.0,2021-12-01
53504,1,0.42,2.37,2.37,2021-12-01
53505,0,0.074,0.0,0.0,2021-12-01
53506,1,0.22,4.64,4.64,2021-12-01
53144,3,5.47,0.55,0.55,2021-12-01
53538,4,3.83,1.04,1.04,2021-12-01
53143,4,4.78,0.84,0.84,2021-12-01
53140,10,6.13,1.63,1.64,2021-12-01
53032,2,1.0,2.0,2.0,2021-12-01
53033,1,0.98,1.03,1.03,2021-12-01
53034,0,0.36,0.0,0.0,2021-12-01
53035,1,0.5,2.01,2.01,2021-12-01
53036,0,0.62,0.0,0.0,2021-12-01
53037,1,2.06,0.48,0.48,2021-12-01
53038,0,0.88,0.0,0.0,2021-12-01
53039,4,0.95,4.21,4.22,2021-12-01
53040,2,1.68,1.19,1.19,2021-12-01
53042,0,1.36,0.0,0.0,2021-12-01
53045,4,4.44,0.9,0.9,2021-12-01
53046,1,0.25,3.99,3.99,2021-12-01
53047,0,0.026,0.0,0.0,2021-12-01
53048,2,0.69,2.92,2.92,2021-12-01
53049,0,0.61,0.0,0.0,2021-12-01
53050,1,1.39,0.72,0.72,2021-12-01
53051,13,7.69,1.69,1.7,2021-12-01
53057,0,0.31,0.0,0.0,2021-12-01
53058,0,0.68,0.0,0.0,2021-12-01
53044,1,0.48,2.07,2.07,2021-12-01
53059,1,0.38,2.64,2.64,2021-12-01
53029,11,4.45,2.47,2.49,2021-12-01
53024,4,3.57,1.12,1.12,2021-12-01
54160,0,0.068,0.0,0.0,2021-12-01
53003,0,0.033,0.0,0.0,2021-12-01
53004,0,0.69,0.0,0.0,2021-12-01
53005,2,4.16,0.48,0.48,2021-12-01
53006,1,0.35,2.84,2.84,2021-12-01
53007,0,0.38,0.0,0.0,2021-12-01
53010,4,1.58,2.53,2.54,2021-12-01
53011,0,0.44,0.0,0.0,2021-12-01
53012,2,3.79,0.53,0.53,2021-12-01
53027,12,4.81,2.49,2.51,2021-12-01
53013,1,0.69,1.45,1.45,2021-12-01
53015,0,0.55,0.0,0.0,2021-12-01
53016,0,0.082,0.0,0.0,2021-12-01
53017,0,1.16,0.0,0.0,2021-12-01
53018,0,1.57,0.0,0.0,2021-12-01
53019,0,0.38,0.0,0.0,2021-12-01
53020,0,0.79,0.0,0.0,2021-12-01
53021,0,1.0,0.0,0.0,2021-12-01
53022,3,4.01,0.75,0.75,2021-12-01
53023,0,0.51,0.0,0.0,2021-12-01
53014,5,1.6,3.12,3.13,2021-12-01
53061,2,1.02,1.96,1.96,2021-12-01
53063,0,0.35,0.0,0.0,2021-12-01
53065,1,0.46,2.19,2.19,2021-12-01
53103,0,0.75,0.0,0.0,2021-12-01
53104,1,1.12,0.89,0.89,2021-12-01
53105,5,6.16,0.81,0.81,2021-12-01
53108,1,0.71,1.42,1.42,2021-12-01
53110,2,3.78,0.53,0.53,2021-12-01
53114,0,0.6,0.0,0.0,2021-12-01
53115,1,3.31,0.3,0.3,2021-12-01
53118,2,1.47,1.36,1.36,2021-12-01
53119,0,1.22,0.0,0.0,2021-12-01
53098,1,2.42,0.41,0.41,2021-12-01
53120,1,1.96,0.51,0.51,2021-12-01
53122,2,1.27,1.57,1.57,2021-12-01
53125,0,0.36,0.0,0.0,2021-12-01
53126,1,1.43,0.7,0.7,2021-12-01
53128,4,1.87,2.14,2.14,2021-12-01
53129,1,2.92,0.34,0.34,2021-12-01
53130,0,1.56,0.0,0.0,2021-12-01
53132,4,7.4,0.54,0.54,2021-12-01
53137,0,0.35,0.0,0.0,2021-12-01
53139,0,0.48,0.0,0.0,2021-12-01
53121,0,3.92,0.0,0.0,2021-12-01
53097,0,1.31,0.0,0.0,2021-12-01
53095,7,5.65,1.24,1.24,2021-12-01
53094,3,3.99,0.75,0.75,2021-12-01
53066,6,7.31,0.82,0.82,2021-12-01
53069,0,0.14,0.0,0.0,2021-12-01
53070,3,1.02,2.94,2.94,2021-12-01
53072,4,5.37,0.74,0.74,2021-12-01
53073,4,3.05,1.31,1.31,2021-12-01
53074,3,2.66,1.13,1.13,2021-12-01
53075,0,0.67,0.0,0.0,2021-12-01
53076,0,0.92,0.0,0.0,2021-12-01
53078,1,0.35,2.82,2.82,2021-12-01
53079,0,0.31,0.0,0.0,2021-12-01
53080,1,1.18,0.85,0.85,2021-12-01
53081,14,8.72,1.6,1.61,2021-12-01
53083,4,4.23,0.94,0.94,2021-12-01
53085,2,2.38,0.84,0.84,2021-12-01
53086,4,1.71,2.34,2.34,2021-12-01
53088,0,0.084,0.0,0.0,2021-12-01
53089,2,3.95,0.51,0.5,2021-12-01
53090,3,4.48,0.67,0.67,2021-12-01
53091,1,0.4,2.5,2.5,2021-12-01
53092,1,4.34,0.23,0.23,2021-12-01
53093,0,0.42,0.0,0.0,2021-12-01
53142,10,6.91,1.45,1.45,2021-12-01
53540,0,0.042,0.0,0.0,2021-12-01
53002,0,0.48,0.0,0.0,2021-12-01
54157,1,1.21,0.83,0.83,2021-12-01
53961,0,0.16,0.0,0.0,2021-12-01
